phase,workload,nodes,edges,samples,median_ns,p95_ns,min_ns,max_ns,allocations,allocated_bytes
fixture_generation,graph_chain,1000,999,20,67000,69600,65200,75800,0,0
fixture_generation,graph_sparse,1,0,20,100,200,100,200,0,0
fixture_generation,graph_sparse,10,9,20,800,900,700,900,0,0
fixture_generation,graph_sparse,100,99,20,6900,7500,6700,7700,0,0
fixture_generation,graph_sparse,1000,999,20,63500,66000,63300,66400,0,0
fixture_generation,graph_wide,1,0,20,200,300,100,400,0,0
fixture_generation,graph_wide,10,9,20,800,800,700,900,0,0
fixture_generation,graph_wide,100,99,20,6900,7100,6800,13500,0,0
fixture_generation,graph_wide,1000,999,20,63500,65700,63200,67700,0,0
fixture_generation,tiny_yield_chain,1,0,20,200,200,100,1500,0,0
machine_state_setup,graph_chain,1,0,40,200,300,100,400,0,0
machine_state_setup,graph_chain,10,9,40,800,1100,800,1300,0,0
machine_state_setup,graph_chain,100,99,40,6100,6300,6000,12900,0,0
machine_state_setup,graph_chain,1000,999,40,59350,204300,56700,266400,0,0
machine_state_setup,graph_sparse,1,0,40,200,300,200,500,0,0
machine_state_setup,graph_sparse,10,9,40,800,900,800,1200,0,0
machine_state_setup,graph_sparse,100,99,40,6850,7100,6000,13700,0,0
machine_state_setup,graph_sparse,1000,999,40,57100,57500,56800,60700,0,0
machine_state_setup,graph_wide,1,0,40,200,300,200,300,0,0
machine_state_setup,graph_wide,10,9,40,800,900,700,1200,0,0
machine_state_setup,graph_wide,100,99,40,6100,6300,6000,11700,0,0
machine_state_setup,graph_wide,1000,999,40,57000,84000,56700,122600,0,0
machine_state_setup,tiny_yield_chain,1,0,40,200,300,200,400,0,0
plan_build,component_repeated_typed_10,10,10,20,17650,19600,16900,30900,0,0
plan_build,component_repeated_typed_100,100,100,20,278300,343300,175000,344400,0,0
plan_build,component_repeated_typed_2,2,2,20,4950,6800,4500,12700,0,0
plan_build,graph_chain,1,0,20,1500,1900,1300,4400,0,0
plan_build,graph_chain,10,9,20,7600,30300,6500,45900,0,0
plan_build,graph_chain,100,99,20,124150,142000,101200,149700,0,0
plan_build,graph_chain,1000,999,20,1520000,1767500,1462300,1893800,0,0
plan_build,graph_sparse,1,0,20,1550,1800,1200,2900,0,0
plan_build,graph_sparse,10,9,20,7000,20400,6300,21400,0,0
plan_build,graph_sparse,100,99,20,170700,224900,116600,260100,0,0
plan_build,graph_sparse,1000,999,20,1658950,1829500,1234400,1924200,0,0
plan_build,graph_wide,1,0,20,1300,3300,1200,6200,0,0
plan_build,graph_wide,10,9,20,6350,14400,5800,17300,0,0
plan_build,graph_wide,100,99,20,150300,176300,73400,181900,0,0
plan_build,graph_wide,1000,999,20,1788350,1997200,1681400,1998900,0,0
plan_build,tiny_yield_chain,1,0,20,1300,2100,1200,19200,0,0
plan_build_alloc,component_repeated_typed_10,10,10,0,,,,,460,93329
plan_build_alloc,component_repeated_typed_100,100,100,0,,,,,3876,807301
plan_build_alloc,component_repeated_typed_2,2,2,0,,,,,134,19521
plan_build_alloc,graph_chain,1,0,0,,,,,36,6722
plan_build_alloc,graph_chain,10,9,0,,,,,162,35321
plan_build_alloc,graph_chain,100,99,0,,,,,1269,304543
plan_build_alloc,graph_chain,1000,999,0,,,,,12096,2527259
plan_build_alloc,graph_sparse,1,0,0,,,,,36,6724
plan_build_alloc,graph_sparse,10,9,0,,,,,158,35195
plan_build_alloc,graph_sparse,100,99,0,,,,,1220,302977
plan_build_alloc,graph_sparse,1000,999,0,,,,,11597,2511293
plan_build_alloc,graph_wide,1,0,0,,,,,36,6720
plan_build_alloc,graph_wide,10,9,0,,,,,156,35255
plan_build_alloc,graph_wide,100,99,0,,,,,1176,303389
plan_build_alloc,graph_wide,1000,999,0,,,,,11106,2511641
plan_build_alloc,tiny_yield_chain,1,0,0,,,,,36,6722
pure_machine_events_preseeded,graph_chain,1,0,40,1000,1100,900,1700,0,0
pure_machine_events_preseeded,graph_chain,10,9,40,7300,7500,7100,8700,0,0
pure_machine_events_preseeded,graph_chain,100,99,40,104150,107800,102600,110000,0,0
pure_machine_events_preseeded,graph_chain,1000,999,40,5375700,5430400,5298300,5973700,0,0
representative_application,application_hash_handwritten,10,9,40,600,600,500,600,0,0
representative_application,application_hash_handwritten,100,99,40,6100,6200,6100,6200,0,0
representative_application,application_hash_sdax,10,9,40,27600,28100,27200,28700,0,0
representative_application,application_hash_sdax,100,99,40,309750,316600,305900,386700,0,0
representative_application_alloc,application_hash_sdax,10,9,0,,,,,572,45205
representative_application_alloc,application_hash_sdax,100,99,0,,,,,5259,516301
