phase,workload,nodes,edges,samples,median_ns,p95_ns,min_ns,max_ns,allocations,allocated_bytes
engine_execution_alloc,graph_chain,1,0,0,,,,,99,11356
engine_execution_alloc,graph_chain,10,9,0,,,,,572,44928
engine_execution_alloc,graph_chain,100,99,0,,,,,5259,513144
engine_execution_alloc,graph_chain,1000,999,0,,,,,52066,19479112
engine_execution_alloc,graph_sparse,1,0,0,,,,,99,11357
engine_execution_alloc,graph_sparse,10,9,0,,,,,564,45889
engine_execution_alloc,graph_sparse,100,99,0,,,,,5163,494297
engine_execution_alloc,graph_sparse,1000,999,0,,,,,51106,15733289
engine_execution_alloc,graph_wide,1,0,0,,,,,99,11355
engine_execution_alloc,graph_wide,10,9,0,,,,,555,46847
engine_execution_alloc,graph_wide,100,99,0,,,,,4987,468375
engine_execution_alloc,graph_wide,1000,999,0,,,,,49161,11818647
engine_execution_alloc,resource_cleanup_error_upstream,3,1,0,,,,,314,25951
engine_execution_alloc,resource_normal,2,1,0,,,,,202,19154
engine_execution_alloc,resource_release_failure,2,1,0,,,,,212,19913
engine_execution_alloc,resource_startup_failure,2,1,0,,,,,209,20217
engine_execution_alloc,retry_one_failure,1,0,0,,,,,152,15009
engine_execution_alloc,service_restart_exhausted,1,0,0,,,,,182,17556
engine_execution_alloc,service_restart_stable_handle,1,0,0,,,,,234,22052
engine_execution_alloc,tiny_yield_chain,1,0,0,,,,,99,11356
engine_execution_alloc,trace_default,100,99,0,,,,,5259,513144
engine_execution_alloc,trace_observer,100,99,0,,,,,5259,513144
fixture_generation,graph_chain,1,0,20,100,200,100,200,0,0
fixture_generation,graph_chain,10,9,20,800,900,800,900,0,0
fixture_generation,graph_chain,100,99,20,6800,6900,6700,7200,0,0
fixture_generation,graph_chain,1000,999,20,62850,66200,62300,66300,0,0
fixture_generation,graph_sparse,1,0,20,100,200,100,200,0,0
fixture_generation,graph_sparse,10,9,20,700,800,700,900,0,0
fixture_generation,graph_sparse,100,99,20,6850,7000,6700,7000,0,0
fixture_generation,graph_sparse,1000,999,20,62650,65100,62300,67100,0,0
fixture_generation,graph_wide,1,0,20,200,400,100,400,0,0
fixture_generation,graph_wide,10,9,20,800,800,700,900,0,0
fixture_generation,graph_wide,100,99,20,6900,7000,6800,7200,0,0
fixture_generation,graph_wide,1000,999,20,62750,67500,62300,68000,0,0
fixture_generation,tiny_yield_chain,1,0,20,100,600,100,900,0,0
machine_state_setup,graph_chain,1,0,40,200,300,200,400,0,0
machine_state_setup,graph_chain,10,9,40,900,1100,800,1500,0,0
machine_state_setup,graph_chain,100,99,40,6200,6400,6000,11400,0,0
machine_state_setup,graph_chain,1000,999,40,62950,270800,57900,271500,0,0
machine_state_setup,graph_sparse,1,0,40,200,300,200,400,0,0
machine_state_setup,graph_sparse,10,9,40,800,900,800,1200,0,0
machine_state_setup,graph_sparse,100,99,40,6800,7000,6000,16100,0,0
machine_state_setup,graph_sparse,1000,999,40,57200,61900,56800,64800,0,0
machine_state_setup,graph_wide,1,0,40,200,300,200,400,0,0
machine_state_setup,graph_wide,10,9,40,800,900,800,1200,0,0
machine_state_setup,graph_wide,100,99,40,6400,7400,6300,11800,0,0
machine_state_setup,graph_wide,1000,999,40,57500,138000,56700,141600,0,0
machine_state_setup,tiny_yield_chain,1,0,40,200,300,200,400,0,0
plan_build,component_repeated_typed_10,10,10,20,18300,20200,17400,34500,0,0
plan_build,component_repeated_typed_100,100,100,20,201850,348600,165600,350000,0,0
plan_build,component_repeated_typed_2,2,2,20,4800,7100,4500,13300,0,0
plan_build,graph_chain,1,0,20,1400,2200,1200,4400,0,0
plan_build,graph_chain,10,9,20,7250,10100,6600,16300,0,0
plan_build,graph_chain,100,99,20,124000,151900,105500,153300,0,0
plan_build,graph_chain,1000,999,20,1580350,1741400,1376200,1839300,0,0
plan_build,graph_sparse,1,0,20,1500,1700,1200,3100,0,0
plan_build,graph_sparse,10,9,20,6900,11000,6300,11300,0,0
plan_build,graph_sparse,100,99,20,120850,152400,94200,156700,0,0
plan_build,graph_sparse,1000,999,20,1650500,1854600,1179100,2054100,0,0
plan_build,graph_wide,1,0,20,1250,1400,1200,3800,0,0
plan_build,graph_wide,10,9,20,6750,20400,6000,22300,0,0
plan_build,graph_wide,100,99,20,142850,164500,109400,186900,0,0
plan_build,graph_wide,1000,999,20,1754250,1853100,1636300,1891100,0,0
plan_build,tiny_yield_chain,1,0,20,1400,2700,1200,18900,0,0
plan_build_alloc,component_repeated_typed_10,10,10,0,,,,,460,93329
plan_build_alloc,component_repeated_typed_100,100,100,0,,,,,3876,807301
plan_build_alloc,component_repeated_typed_2,2,2,0,,,,,134,19521
plan_build_alloc,graph_chain,1,0,0,,,,,36,6722
plan_build_alloc,graph_chain,10,9,0,,,,,162,35321
plan_build_alloc,graph_chain,100,99,0,,,,,1269,304543
plan_build_alloc,graph_chain,1000,999,0,,,,,12096,2527259
plan_build_alloc,graph_sparse,1,0,0,,,,,36,6724
plan_build_alloc,graph_sparse,10,9,0,,,,,158,35195
plan_build_alloc,graph_sparse,100,99,0,,,,,1220,302977
plan_build_alloc,graph_sparse,1000,999,0,,,,,11597,2511293
plan_build_alloc,graph_wide,1,0,0,,,,,36,6720
plan_build_alloc,graph_wide,10,9,0,,,,,156,35255
plan_build_alloc,graph_wide,100,99,0,,,,,1176,303389
plan_build_alloc,graph_wide,1000,999,0,,,,,11106,2511641
plan_build_alloc,tiny_yield_chain,1,0,0,,,,,36,6722
pure_machine_events_preseeded,graph_chain,1,0,40,1000,1100,900,1900,0,0
pure_machine_events_preseeded,graph_chain,10,9,40,7500,7700,7200,8600,0,0
pure_machine_events_preseeded,graph_chain,100,99,40,104600,108000,102800,108500,0,0
pure_machine_events_preseeded,graph_chain,1000,999,40,5367350,5407600,5268300,5467400,0,0
representative_application,application_hash_handwritten,10,9,40,600,600,500,600,0,0
representative_application,application_hash_handwritten,100,99,40,6100,6200,6100,6200,0,0
representative_application,application_hash_sdax,10,9,40,27050,27600,26600,54100,0,0
representative_application,application_hash_sdax,100,99,40,308050,316500,303700,319100,0,0
representative_application_alloc,application_hash_sdax,10,9,0,,,,,572,45205
representative_application_alloc,application_hash_sdax,100,99,0,,,,,5259,516301
